idx,delta_phi_re,delta_phi_im,delta_psi_re,delta_psi_im
1721,18.6466,2.94795,-5.78932,6.90555
1722,17.8938,1.40198,-5.57191,7.21005
1723,17.0344,-0.082884,-5.33671,7.50364
1724,16.0738,-1.49771,-5.08431,7.78517
1725,15.0179,-2.83411,-4.8154,8.05353
1726,13.8735,-4.08421,-4.53074,8.30763
1727,12.6478,-5.24074,-4.23118,8.54647
1728,11.3488,-6.29709,-3.91761,8.76909
1729,9.98489,-7.24734,-3.591,8.97459
1730,8.5648,-8.08634,-3.25237,9.16213
1731,7.09778,-8.80968,-2.90282,9.33096
1732,5.59328,-9.41379,-2.54346,9.48039
1733,4.06105,-9.89591,-2.17547,9.60981
1734,2.51086,-10.2541,-1.80007,9.7187
1735,0.952708,-10.4873,-1.41849,9.80662
1736,-0.603547,-10.5953,-1.032,9.87319
1737,-2.14804,-10.5787,-0.641888,9.91816
1738,-3.67109,-10.439,-0.249453,9.94134
1739,-5.16322,-10.1784,0.144,9.94264
1740,-6.6153,-9.79995,0.537168,9.92204
1741,-8.0185,-9.30751,0.928752,9.87963
1742,-9.3644,-8.70561,1.31747,9.81558
1743,-10.6452,-7.99944,1.70205,9.73013
1744,-11.8534,-7.19488,2.08126,9.62363
1745,-12.9823,-6.29833,2.45388,9.49649
1746,-14.0257,-5.31678,2.81875,9.34922
1747,-14.9782,-4.25767,3.17473,9.18236
1748,-15.8349,-3.12882,3.52073,8.99659
1749,-16.592,-1.93848,3.85572,8.79259
1750,-17.246,-0.695087,4.17873,8.57115
1751,-17.7945,0.59261,4.48882,8.3331
1752,-18.2359,1.9158,4.78516,8.07933
1753,-18.5691,3.2655,5.06694,7.81077
1754,-18.794,4.6328,5.33344,7.52842
1755,-18.9113,6.00873,5.58402,7.23328
1756,-18.9225,7.38455,5.8181,6.92642
1757,-18.8296,8.75158,6.03518,6.60892
1758,-18.6356,10.1015,6.23482,6.28189
1759,-18.3442,11.4261,6.41669,5.94646
1760,-17.9595,12.7177,6.58051,5.60376
1761,-17.4864,13.969,6.72607,5.25494
1762,-16.9305,15.1729,6.85326,4.90115
1763,-16.2976,16.3232,6.96203,4.54353
1764,-15.5944,17.4138,7.05241,4.18321
1765,-14.8278,18.4395,7.1245,3.82133
1766,-14.005,19.3955,7.17846,3.45898
1767,-13.1337,20.2776,7.21453,3.09725
1768,-12.2218,21.0823,7.23301,2.7372
1769,-11.2773,21.8068,7.23427,2.37984
1770,-10.3086,22.4487,7.21871,2.02619
1771,-9.32404,23.0065,7.18682,1.67719
1772,-8.33187,23.4792,7.13912,1.33375
1773,-7.34048,23.8666,7.07619,0.996766
1774,-6.3581,24.169,6.99864,0.667049
1775,-5.39283,24.3874,6.90714,0.345386
1776,-4.45256,24.5232,6.80238,0.0325085
1777,-3.54494,24.5785,6.68508,-0.2709
1778,-2.67731,24.5561,6.55599,-0.564206
1779,-1.85668,24.459,6.41591,-0.846834
1780,-1.08965,24.2909,6.26561,-1.11826
1781,-0.382414,24.0557,6.10592,-1.378
1782,0.25933,23.7579,5.93766,-1.62564
1783,0.83032,23.4022,5.76165,-1.86082
1784,1.32588,22.9938,5.57873,-2.08321
1785,1.74183,22.5379,5.38974,-2.29255
1786,2.07459,22.04,5.19551,-2.48863
1787,2.32113,21.5057,4.99685,-2.67127
1788,2.47903,20.9409,4.79459,-2.84036
1789,2.54644,20.3513,4.58951,-2.99583
1790,2.52215,19.7428,4.38241,-3.13763
1791,2.40549,19.1211,4.17405,-3.26579
1792,2.19644,18.492,3.96517,-3.38035
1793,1.89551,17.8609,3.75648,-3.4814
1794,1.5038,17.2333,3.54869,-3.56907
1795,1.02298,16.6143,3.34246,-3.6435
1796,0.455191,16.0088,3.13842,-3.70489
1797,-0.196838,15.4215,2.93719,-3.75345
1798,-0.929974,14.8566,2.73933,-3.78941
1799,-1.74056,14.3181,2.54539,-3.81305
1800,-2.62459,13.8096,2.35588,-3.82465
1801,-3.57757,13.3341,2.17127,-3.82451
1802,-4.59474,12.8945,1.992,-3.81295
1803,-5.67096,12.4931,1.81847,-3.7903
1804,-6.80082,12.1317,1.65106,-3.75692
1805,-7.97865,11.8118,1.4901,-3.71316
1806,-9.19859,11.5341,1.3359,-3.65939
1807,-10.4545,11.2993,1.18871,-3.59599
1808,-11.7404,11.1074,1.04878,-3.52332
1809,-13.0497,10.9578,0.916295,-3.44178
1810,-14.3762,10.8498,0.791431,-3.35174
1811,-15.7135,10.782,0.674322,-3.2536
1812,-17.0551,10.7526,0.565073,-3.14774
1813,-18.3946,10.7596,0.463759,-3.03454
1814,-19.7259,10.8004,0.370426,-2.9144
1815,-21.0425,10.8722,0.285092,-2.78768
1816,-22.3386,10.9717,0.207749,-2.65477
1817,-23.6079,11.0955,0.138363,-2.51604
1818,-24.8449,11.2399,0.0768743,-2.37186
1819,-26.0439,11.4008,0.0232023,-2.22259
1820,-27.1995,11.574,-0.0227606,-2.0686
1821,-28.3065,11.7552,-0.0611364,-1.91024
1822,-29.36,11.9399,-0.0920752,-1.74786
1823,-30.3553,12.1235,-0.115738,-1.58181
1824,-31.2881,12.3013,-0.132311,-1.41243
1825,-32.1541,12.4687,-0.141991,-1.24005
1826,-32.9495,12.6209,-0.144997,-1.06501
1827,-33.6707,12.7534,-0.141556,-0.887645
1828,-34.3144,12.8617,-0.131914,-0.70827
1829,-34.8776,12.9412,-0.116327,-0.527216
1830,-35.3574,12.9877,-0.0950648,-0.3448
1831,-35.7515,12.9972,-0.0684057,-0.161342
1832,-36.0577,12.9657,-0.0366414,0.0228432
1833,-36.2739,12.8896,-6.96095e-05,0.207438
1834,-36.3984,12.7655,0.0410028,0.392132
1835,-36.43,12.5903,0.0862593,0.57661
1836,-36.3673,12.3613,0.135378,0.76056
1837,-36.2093,12.076,0.188034,0.943668
1838,-35.9554,11.7324,0.243891,1.12562
1839,-35.605,11.3287,0.302615,1.30611
1840,-35.1577,10.8636,0.363863,1.48482
1841,-34.6133,10.3361,0.427293,1.66144
1842,-33.972,9.74581,0.492558,1.83566
1843,-33.2338,9.09252,0.559313,2.00715
1844,-32.3992,8.37653,0.627207,2.17561
1845,-31.4686,7.59856,0.695898,2.34072
1846,-30.4427,6.75972,0.765036,2.50217
1847,-29.3222,5.86151,0.834278,2.65964
1848,-28.1079,4.90588,0.903284,2.81283
1849,-26.801,3.89513,0.971716,2.96141
1850,-25.4026,2.83195,1.03924,3.10509
1851,-23.9138,1.71941,1.10553,3.24356
1852,-22.3361,0.560898,1.17026,3.37651
1853,-20.6709,-0.639831,1.23312,3.50365
1854,-18.9197,-1.87871,1.2938,3.62468
1855,-17.0843,-3.15144,1.35201,3.73932
1856,-46.8913,-14.8785,1.4597,3.92811
1857,-45.6671,-15.4917,1.49104,3.95047
1858,-44.7429,-15.8196,1.53701,3.96421
1859,-44.1511,-15.8542,1.59635,3.96861
1860,-43.9093,-15.5895,1.66721,3.96313
1861,-44.0192,-15.0216,1.74726,3.94752
1862,-15.7563,-3.44165,1.87515,3.77601
1863,-15.8773,-2.25644,2.16933,3.6575
1864,-15.8967,-1.07084,2.45521,3.51675
1865,-15.8153,0.105565,2.73114,3.35443
1866,-15.6343,1.2632,2.99547,3.17131
1867,-15.3563,2.39267,3.24665,2.96834
1868,-14.9848,3.48486,3.48322,2.74654
1869,-14.5239,4.53104,3.70378,2.50705
1870,-13.9791,5.52293,3.90706,2.25113
1871,-13.3564,6.45287,4.09188,1.98011
1872,-12.6626,7.31384,4.25715,1.69542
1873,-11.9053,8.09957,4.40194,1.39855
1874,-11.0928,8.80463,4.52541,1.09105
1875,-10.2337,9.42448,4.62685,0.774534
1876,-9.33715,9.95554,4.7057,0.450655
1877,-8.41271,10.3952,4.76149,0.121089
1878,-7.47003,10.742,4.79392,-0.212463
1879,-6.51891,10.9953,4.8028,-0.548293
1880,-5.56912,11.1557,4.78807,-0.884693
1881,-4.63029,11.2248,4.7498,-1.21997
1882,-3.71183,11.2053,4.68818,-1.55245
1883,-2.82276,11.1008,4.60353,-1.88048
1884,-1.97162,10.916,4.49628,-2.20246
1885,-1.16638,10.6562,4.36698,-2.51684
1886,-0.414332,10.3279,4.21626,-2.82212
1887,0.278004,9.93805,4.04489,-3.11684
1888,0.904951,9.49452,3.8537,-3.39964
1889,1.46176,9.00555,3.64363,-3.66923
1890,1.94466,8.47991,3.41568,-3.92437
1891,2.35089,7.92668,3.17094,-4.16394
1892,2.67875,7.35517,2.91056,-4.38688
1893,2.92761,6.77481,2.63574,-4.59224
1894,3.09794,6.19496,2.34775,-4.77914
1895,3.19123,5.62488,2.04789,-4.9468
1896,3.21007,5.07353,1.7375,-5.09455
1897,3.15801,4.54949,1.41795,-5.22179
1898,3.03957,4.06084,1.09064,-5.32804
1899,2.86016,3.61505,0.756977,-5.41289
1900,2.626,3.21889,0.418389,-5.47603
1901,2.34402,2.87832,0.0763067,-5.51725
1902,2.02181,2.59844,-0.267839,-5.53643
1903,1.66743,2.3834,-0.612623,-5.53354
1904,1.28938,2.23636,-0.956626,-5.50861
1905,0.896423,2.15944,-1.29844,-5.46181
1906,0.497494,2.1537,-1.63669,-5.39333
1907,0.101557,2.21914,-1.97001,-5.30349
1908,-0.282522,2.35469,-2.29705,-5.19267
1909,-0.646095,2.55822,-2.61651,-5.06132
1910,-0.980852,2.82659,-2.9271,-4.90998
1911,-1.27895,3.1557,-3.22759,-4.73924
1912,-1.53311,3.54056,-3.51677,-4.54979
1913,-1.73675,3.97532,-3.79346,-4.34237
1914,-1.88404,4.45341,-4.05656,-4.11779
1915,-1.97,4.96762,-4.30498,-3.87693
1916,-1.99059,5.51019,-4.5377,-3.62072
1917,-1.94276,6.07296,-4.75374,-3.35018
1918,-1.82446,6.64745,-4.95219,-3.06635
1919,-1.63473,7.22502,-5.13219,-2.77037
1920,-1.37364,7.79698,-5.29294,-2.4634
1921,-1.04237,8.35474,-5.43371,-2.14667
1922,-0.643126,8.8899,-5.55385,-1.82147
1923,-0.179131,9.39443,-5.65275,-1.48913
1924,0.345416,9.86075,-5.72991,-1.15101
1925,0.925413,10.2819,-5.7849,-0.808552
1926,1.55493,10.6514,-5.81738,-0.463196
1927,2.22728,10.9639,-5.82709,-0.116438
1928,2.93516,11.2147,-5.81387,0.230196
1929,3.67073,11.3999,-5.77765,0.575159
1930,4.42573,11.517,-5.71848,0.916885
1931,5.19161,11.5642,-5.63649,1.25379
1932,5.95967,11.5408,-5.53192,1.58428
1933,6.72118,11.4474,-5.40516,1.90678
1934,7.46754,11.2855,-5.25666,2.2197
1935,8.19035,11.0576,-5.08701,2.52147
1936,8.88162,10.7674,-4.89693,2.81056
1937,9.53384,10.4195,-4.68724,3.08546
1938,10.1401,10.0193,-4.45888,3.34471
1939,10.6942,9.57313,-4.21291,3.5869
1940,11.1908,9.08806,-3.9505,3.81068
1941,11.6255,8.57167,-3.67294,4.01479
1942,11.9946,8.03212,-3.38161,4.19804
1943,12.2959,7.47789,-3.07803,4.35934
1944,12.5278,6.91771,-2.76379,4.49769
1945,12.6901,6.36043,-2.44056,4.61224
1946,12.7836,5.81483,-2.11013,4.70224
1947,12.8101,5.28954,-1.77433,4.76706
1948,12.7726,4.79283,-1.43507,4.80625
1949,12.675,4.33255,-1.09431,4.81948
1950,12.5223,3.91594,-0.754056,4.80658
1951,12.3201,3.54955,-0.416325,4.76757
1952,12.075,3.23911,-0.0831619,4.70259
1953,11.7942,2.98942,0.243396,4.612
1954,11.4855,2.80431,0.561324,4.4963
1955,11.1569,2.68651,0.868635,4.35618
1956,10.8168,2.63764,1.16338,4.19249
1957,10.4738,2.65818,1.4437,4.00627
1958,10.1364,2.74741,1.70777,3.79871
1959,9.81281,2.90346,1.95391,3.57117
1960,9.51098,3.12331,2.18054,3.32516
1961,9.23838,3.40283,2.38618,3.06235
1962,9.00179,3.73687,2.56953,2.78454
1963,8.80724,4.11929,2.72942,2.49363
1964,8.65984,4.54312,2.86488,2.19167
1965,8.56365,5.00061,2.9751,1.88077
1966,8.52162,5.48344,3.05947,1.56314
1967,8.53548,5.98278,3.11757,1.24106
1968,8.60567,6.48951,3.14921,0.916833
1969,8.73129,6.99434,3.1544,0.592792
1970,8.91008,7.48802,3.13339,0.27128
1971,9.13844,7.96151,3.08662,-0.0453825
1972,9.41138,8.40612,3.01479,-0.35491
1973,9.72264,8.81372,2.91877,-0.655076
1974,10.0647,9.17695,2.7997,-0.943738
1975,10.4288,9.48928,2.65889,-1.21885
1976,10.8054,9.74528,2.49787,-1.4785
1977,11.1837,9.94069,2.31835,-1.7209
1978,11.5523,10.0726,2.12221,-1.94443
1979,11.8992,10.1395,1.91152,-2.14767
1980,12.212,10.1414,1.68847,-2.32936
1981,12.4779,10.08,1.45538,-2.48849
1982,12.6844,9.95856,1.21469,-2.62423
1983,12.819,9.78196,0.968914,-2.73601
1984,12.8696,9.55681,0.720638,-2.82352
1985,12.8248,9.29132,0.472482,-2.88667
1986,12.6741,8.99523,0.227084,-2.92564
1987,12.4081,8.67976,-0.0129293,-2.94087
1988,12.0186,8.35746,-0.244966,-2.93306
1989,11.4991,8.04209,-0.466495,-2.90316
1990,10.8446,7.74841,-0.675073,-2.85236
1991,10.052,7.49202,-0.868365,-2.78211
1992,9.12028,7.28909,-1.04418,-2.69408
1993,8.05048,7.15619,-1.20047,-2.59017
1994,6.84585,7.10995,-1.33538,-2.47245
1995,5.51194,7.16685,-1.44727,-2.34323
1996,4.0566,7.34289,-1.53469,-2.20492
1997,2.48999,7.65333,-1.59645,-2.06013
1998,0.824572,8.11237,-1.6316,-1.91154
1999,-0.925007,8.73285,-1.63948,-1.76197
2000,-2.74199,9.526,-1.61967,-1.61428
2001,-4.60767,10.5011,-1.57207,-1.47137
2002,-6.50155,11.6652,-1.49685,-1.33616
2003,-8.40157,13.023,-1.39446,-1.21154
2004,-10.2844,14.5764,-1.26566,-1.10038
2005,-12.1255,16.3246,-1.1115,-1.00544
2006,-13.8999,18.2635,-0.933297,-0.929386
2007,-15.5819,20.386,-0.732644,-0.874764
2008,-17.146,22.6817,-0.511404,-0.843943
2009,-18.5669,25.1367,-0.271675,-0.839108
2010,-19.8202,27.734,-0.0157922,-0.862231
2011,-20.8823,30.453,0.253698,-0.915048
2012,-21.7316,33.27,0.534058,-0.999033
2013,-22.3482,36.1581,0.822383,-1.11539
2014,-22.7145,39.0877,1.11562,-1.26501
2015,-22.8158,42.0263,1.41061,-1.44849
2016,-22.6406,44.939,1.70407,-1.66611
2017,-22.1808,47.7891,1.99269,-1.91778
2018,-21.4325,50.5381,2.27308,-2.20312
2019,-20.3956,53.1464,2.54188,-2.52136
2020,-19.0748,55.5735,2.7957,-2.87141
2021,-17.4796,57.7791,3.03123,-3.25182
2022,-15.6242,59.7232,3.2452,-3.6608
2023,-13.5284,61.367,3.43442,-4.09621
2024,-11.2171,62.6733,3.59584,-4.5556
2025,-8.72046,63.6076,3.7265,-5.03617
2026,-6.07441,64.1385,3.8236,-5.53483
2027,-3.32016,64.2387,3.88451,-6.04817
2028,-0.504439,63.8857,3.90673,-6.57252
2029,2.32072,63.0626,3.88796,-7.10391
2030,5.09802,61.7589,3.82604,-7.63813
2031,7.76507,59.9715,3.71901,-8.17074
2032,10.2545,57.7054,3.56504,-8.69704
2033,12.4943,54.9745,3.36244,-9.21215
2034,14.4078,51.8027,3.10967,-9.71098
2035,15.914,48.2246,2.80523,-10.1882
2036,16.9273,44.2864,2.44771,-10.6385
2037,17.3584,40.0471,2.03569,-11.0561
2038,17.1133,35.5789,1.5677,-11.4353
2039,16.0938,30.9684,1.04214,-11.7701
2040,14.197,26.3178,0.457205,-12.0544
2041,11.3144,21.7457,-0.189231,-12.282
2042,7.33156,17.3884,-0.899731,-12.4463
2043,2.12622,13.4014,-1.67746,-12.5408
2044,-4.4335,9.9605,-2.52639,-12.5585
2045,-12.492,7.26423,-3.45152,-12.4923
2046,-22.21,5.53587,-4.45923,-12.3348
2047,-33.7708,5.02665,-5.55768,-12.0783
2048,-47.3879,6.01988,-6.75741,-11.7146
2049,-63.3171,8.83674,-8.07209,-11.235
2050,-81.874,13.845,-9.51966,-10.6303
2051,-103.461,21.4722,-11.1241,-9.89027
2052,-128.609,32.2274,-12.9179,-9.00359
2053,-158.049,46.7401,-14.9468,-7.95693
2054,-192.831,65.8375,-17.2773,-6.73327
2055,-234.521,90.7283,-20.0103,-5.30592
2056,-285.221,123.638,-23.2941,-3.60577
2057,-312.271,161.72,-24.2931,-1.39606
2058,-42.8673,-48.8688,6.29615,-9.80926
2059,-29.5287,-57.1962,6.87685,-10.6885
2060,-13.2579,-61.985,7.456,-11.265
2061,3.40373,-62.6977,7.89817,-11.5464
2062,19.2071,-60.1601,8.16093,-11.5881
2063,33.6418,-55.2502,8.24179,-11.4353
2064,46.5032,-48.7116,8.1521,-11.1218
2065,57.7239,-41.1463,7.9081,-10.6727
2066,67.3013,-33.0362,7.52743,-10.1073
2067,75.2644,-24.7647,7.02775,-9.44046
2068,81.6579,-16.6355,6.42611,-8.68449
2069,86.5337,-8.8861,5.73867,-7.84967
2070,89.9478,-1.69945,4.98065,-6.94511
2071,91.9586,4.78789,4.16626,-5.97917
2072,92.6266,10.4787,3.30875,-4.95986
2073,92.0144,15.3098,2.42036,-3.89505
2074,90.1874,19.2468,1.51244,-2.79268
2075,87.2144,22.2812,0.595362,-1.66085
2076,83.1681,24.4259,-0.321356,-0.507931
2077,78.1254,25.7128,-1.2291,0.65743
2078,72.1683,26.19,-2.1201,1.82629
2079,65.3837,25.9191,-2.98745,2.98941
2080,57.8636,24.9726,-3.82503,4.13734
2081,49.7049,23.4325,-4.62753,5.26041
2082,41.0094,21.387,-5.39043,6.34884
2083,31.8833,18.9297,-6.10994,7.39282
2084,22.4366,16.1566,-6.78298,8.38257
2085,12.7825,13.165,-7.40717,9.30846
2086,3.0367,10.0515,-7.98079,10.1611
2087,-6.68368,6.91018,-8.50272,10.9314
2088,-16.2609,3.83145,-8.97242,11.6106
2089,-25.5777,0.900296,-9.38988,12.1909
2090,-34.5184,-1.80494,-9.75559,12.6645
2091,-42.9702,-4.21375,-10.0705,13.0249
2092,-50.8238,-6.26447,-10.3358,13.266
2093,-57.9753,-7.9053,-10.5534,13.3827
2094,-64.3268,-9.09495,-10.725,13.371
2095,-69.7877,-9.8034,-10.8529,13.2278
2096,-74.2757,-10.0122,-10.9394,12.951
2097,-77.7177,-9.71484,-10.9872,12.5398
2098,-80.051,-8.91696,-10.9987,11.9944
2099,-81.2237,-7.63617,-10.9767,11.3161
2100,-81.1958,-5.90194,-10.9238,10.5076
2101,-79.9393,-3.75522,-10.8427,9.57268
2102,-77.4393,-1.24796,-10.7358,8.51612
2103,-73.6936,1.55759,-10.6057,7.34399
2104,-68.7133,4.58965,-10.4545,6.0634
2105,-62.5228,7.76784,-10.2844,4.68249
2106,-55.1595,11.0042,-10.0973,3.21035
2107,-46.6738,14.2046,-9.89496,1.657
2108,-37.1282,17.2694,-9.67879,0.033244
2109,-26.5974,20.0954,-9.45005,-1.64938
2110,-15.1671,22.5771,-9.20974,-3.37869
2111,-2.93325,24.6078,-8.95864,-5.14203
2112,9.99863,26.0814,-8.69729,-6.9263
2113,23.5148,26.894,-8.426,-8.71811
2114,37.4943,26.9448,-8.14489,-10.5039
2115,51.8102,26.1382,-7.85387,-12.2701
2116,66.331,24.3851,-7.55271,-14.0032
2117,80.9219,21.6039,-7.241,-15.6898
2118,95.4462,17.7222,-6.91825,-17.3169
2119,109.767,12.6777,-6.58385,-18.8718
2120,123.748,6.41964,-6.23716,-20.3427
2121,137.255,-1.09039,-5.87748,-21.7179
2122,415.565,14.259,-5.8147,-23.2205
2123,423.711,8.23942,-5.6907,-23.5105
2124,428.904,2.60034,-5.55227,-23.73
2125,430.924,-2.43014,-5.40354,-23.8724
2126,429.651,-6.63033,-5.24862,-23.9333
2127,425.074,-9.79953,-5.09147,-23.9112
2128,142.566,-16.7207,-4.55714,-22.9248
2129,131.036,-18.4704,-3.98269,-22.4571
2130,118.267,-20.2631,-3.38749,-21.8908
2131,104.417,-22.0622,-2.77856,-21.2321
2132,89.6592,-23.8288,-2.16327,-20.4878
2133,74.1735,-25.5235,-1.54929,-19.6654
2134,58.1491,-27.1064,-0.944489,-18.7726
2135,41.7805,-28.5385,-0.356856,-17.8176
2136,25.2655,-29.7822,0.205609,-16.8087
2137,8.80284,-30.8018,0.734972,-15.7543
2138,-7.40999,-31.5646,1.22349,-14.6631
2139,-23.1792,-32.0413,1.66369,-13.5435
2140,-38.3172,-32.2068,2.04845,-12.4039
2141,-52.6443,-32.0405,2.37114,-11.2523
2142,-65.9914,-31.527,2.62563,-10.0968
2143,-78.2014,-30.656,2.80647,-8.94461
2144,-89.1317,-29.4232,2.9089,-7.80292
2145,-98.6555,-27.83,2.92891,-6.67825
2146,-106.663,-25.8839,2.86339,-5.57659
2147,-113.064,-23.5984,2.71006,-4.50334
2148,-117.787,-20.9928,2.46762,-3.46329
2149,-120.782,-18.092,2.13573,-2.46057
2150,-122.019,-14.9265,1.71502,-1.49866
2151,-121.49,-11.5317,1.20716,-0.580371
2152,-119.21,-7.94782,0.614785,0.292168
2153,-115.215,-4.21888,-0.0584509,1.11747
2154,-109.559,-0.392495,-0.807942,1.8947
2155,-102.32,3.48097,-1.62814,2.62361
2156,-93.595,7.34893,-2.51262,3.30453
2157,-83.4971,11.1575,-3.45412,3.93832
2158,-72.158,14.8522,-4.44462,4.52633
2159,-59.7243,18.3789,-5.47541,5.07033
2160,-46.3562,21.6842,-6.53717,5.57245
2161,-32.2253,24.7168,-7.62008,6.03512
2162,-17.513,27.4277,-8.71391,6.46104
2163,-2.40808,29.7716,-9.80811,6.85305
2164,12.8958,31.707,-10.8919,7.21411
2165,28.2019,33.1973,-11.9546,7.54723
2166,43.3134,34.2113,-12.9852,7.85536
2167,58.0351,34.7236,-13.9732,8.14139
2168,72.1764,34.7152,-14.9082,8.40803
2169,85.5532,34.174,-15.7801,8.65782
2170,97.9901,33.0949,-16.5795,8.893
2171,109.323,31.4801,-17.2973,9.11551
2172,119.4,29.3392,-17.9254,9.32696
2173,128.086,26.6894,-18.4561,9.52856
2174,135.259,23.5548,-18.883,9.7211
2175,140.817,19.9671,-19.2004,9.90497
2176,144.678,15.9647,-19.4036,10.0801
2177,146.778,11.5922,-19.4889,10.246
2178,147.076,6.9006,-19.454,10.4017
2179,145.551,1.94604,-19.2975,10.5457
2180,142.204,-3.2105,-19.0191,10.6765
2181,137.059,-8.50398,-18.62,10.7917
2182,130.159,-13.8661,-18.1022,10.8888
2183,121.571,-19.2262,-17.4692,10.965
2184,111.381,-24.512,-16.7252,11.0174
2185,99.6943,-29.6506,-15.876,11.0424
2186,86.634,-34.5694,-14.928,11.0368
2187,72.3405,-39.1972,-13.8887,10.997
2188,56.969,-43.4649,-12.7667,10.9195
2189,40.688,-47.3064,-11.5711,10.8007
2190,23.6774,-50.6599,-10.3118,10.6373
2191,6.12593,-53.4684,-8.99957,10.4259
2192,-11.7703,-55.6806,-7.64531,10.1638
2193,-29.8106,-57.2515,-6.26059,9.84803
2194,-47.7921,-58.1435,-4.85714,9.47644
2195,-65.5117,-58.3267,-3.4469,9.04711
2196,-82.7688,-57.7793,-2.04184,8.55862
2197,-99.3675,-56.4883,-0.653845,8.0101
2198,-115.119,-54.4496,0.705372,7.40122
2199,-129.844,-51.6683,2.02445,6.73229
2200,-143.373,-48.1588,3.29242,6.00423
2201,-155.552,-43.9446,4.49888,5.21863
2202,-166.241,-39.0585,5.63405,4.37774
2203,-175.317,-33.5419,6.6889,3.4845
2204,-182.673,-27.4449,7.6552,2.54249
2205,-188.225,-20.8255,8.52566,1.55596
2206,-191.908,-13.749,9.29392,0.529806
2207,-193.675,-6.28757,9.95468,-0.530484
2208,-193.506,1.48067,10.5037,-1.61886
2209,-191.398,9.47255,10.9378,-2.72874
2210,-187.373,17.6007,11.2551,-3.85309
2211,-181.473,25.7745,11.4546,-4.98448
2212,-173.762,33.9012,11.5366,-6.11511
2213,-164.323,41.887,11.5025,-7.23696
2214,-153.259,49.6381,11.3549,-8.34178
2215,-140.692,57.0619,11.0973,-9.42125
2216,-126.759,64.0678,10.7342,-10.467
2217,-111.614,70.5689,10.2711,-11.4708
2218,-95.422,76.4824,9.71458,-12.4245
2219,-78.3614,81.7313,9.07171,-13.3201
2220,-60.6189,86.2446,8.35043,-14.1501
2221,-42.3884,89.959,7.55931,-14.9074
2222,-23.8689,92.819,6.70742,-15.5853
2223,-5.26189,94.7785,5.80427,-16.1777
2224,13.2308,95.8005,4.85967,-16.6791
2225,31.4094,95.8583,3.88365,-17.0848
2226,49.0784,94.9358,2.88633,-17.3908
2227,66.0487,93.0275,1.87784,-17.5939
2228,82.1401,90.1392,0.868179,-17.6917
2229,97.1826,86.2875,-0.132907,-17.6829
2230,111.019,81.5002,-1.11595,-17.5669
2231,123.507,75.8157,-2.07193,-17.3441
2232,134.519,69.283,-2.99236,-17.0159
2233,143.945,61.9611,-3.86929,-16.5846
2234,151.694,53.9182,-4.6955,-16.0533
2235,157.694,45.2317,-5.46448,-15.4261
2236,161.893,35.9863,-6.17052,-14.708
2237,164.259,26.2743,-6.80876,-13.9047
2238,164.783,16.1937,-7.3752,-13.0228
2239,163.473,5.84762,-7.86677,-12.0694
2240,160.361,-4.65704,-8.28131,-11.0523
2241,155.497,-15.2107,-8.61758,-9.98009
2242,148.952,-25.7023,-8.87526,-8.86149
2243,140.814,-36.0207,-9.05496,-7.70579
2244,131.188,-46.0558,-9.15813,-6.52255
2245,120.198,-55.6995,-9.18707,-5.3215
2246,107.978,-64.8479,-9.14487,-4.11251
2247,94.678,-73.4013,-9.03537,-2.90542
2248,80.4574,-81.2663,-8.86307,-1.71001
2249,65.4852,-88.3563,-8.63308,-0.535838
2250,49.9371,-94.5928,-8.35103,0.607797
2251,33.9939,-99.9064,-8.02301,1.71199
2252,17.839,-104.237,-7.65545,2.76828
2253,1.65661,-107.537,-7.25506,3.76878
2254,-14.3709,-109.767,-6.82875,4.7062
2255,-30.0645,-110.9,-6.38349,5.57395
2256,-45.251,-110.924,-5.92627,6.36617
2257,-59.7649,-109.836,-5.46399,7.07785
2258,-73.4502,-107.646,-5.00337,7.70478
2259,-86.1621,-104.377,-4.55086,8.24365
2260,-97.7686,-100.063,-4.11258,8.69204
2261,-108.152,-94.7509,-3.69422,9.04847
2262,-117.211,-88.4983,-3.30102,9.31237
2263,-124.859,-81.3735,-2.93767,9.48408
2264,-131.028,-73.4544,-2.60823,9.56484
2265,-135.668,-64.8285,-2.31616,9.55676
2266,-138.748,-55.591,-2.06424,9.46279
2267,-140.255,-45.8444,-1.85453,9.28666
2268,-140.194,-35.6968,-1.68839,9.03284
2269,-138.59,-25.2613,-1.56643,8.70647
2270,-135.485,-14.6544,-1.48857,8.31331
2271,-130.938,-3.99468,-1.45396,7.85962
2272,-125.025,6.59858,-1.4611,7.35212
2273,-117.837,17.0067,-1.5078,6.79791
2274,-109.478,27.1127,-1.59123,6.20434
2275,-100.068,36.8031,-1.708,5.57896
2276,-89.7338,45.9689,-1.85415,4.92941
2277,-78.6149,54.5071,-2.02525,4.26334
2278,-66.8574,62.3214,-2.21648,3.58829
2279,-54.6133,69.3239,-2.42263,2.91164
2280,-42.0389,75.4357,-2.63825,2.24051
2281,-29.2924,80.5883,-2.85767,1.58166
2282,-16.5323,84.7238,-3.07509,0.941449
2283,-3.91547,87.7959,-3.28469,0.325734
2284,8.40481,89.7707,-3.48067,-0.260179
2285,20.2806,90.6265,-3.65734,-0.811581
2286,31.5711,90.3549,-3.80919,-1.32443
2287,42.1441,88.96,-3.93099,-1.79536
2288,51.8777,86.4592,-4.01783,-2.22174
2289,60.6617,82.8824,-4.06519,-2.60168
